"Name" "Chr" "Pos" "cM"
"M611" "M611" 1 42925982 90.51040849065
"M612" "M612" 1 43057057 90.5430162939675
"M613" "M613" 1 43125988 90.5601644037556
"M614" "M614" 1 43229589 90.6653824652811
"M615" "M615" 1 43355278 90.8038262953449
"M616" "M616" 1 43681143 91.1627598430996
"M617" "M617" 1 43681315 91.1632643750875
"M618" "M618" 1 43686560 91.1786496673934
"M619" "M619" 1 43969797 92.0094759851898
"M620" "M620" 1 43970480 92.0114794465139
"M621" "M621" 1 43982187 92.0458198882728
"M622" "M622" 1 43982393 92.0464241533281
"M623" "M623" 1 44029521 92.1846659180167
"M624" "M624" 1 44029687 92.1851528500515
"M625" "M625" 1 44031057 92.1891715060018
"M626" "M626" 1 44162995 92.5761886072895
"M627" "M627" 1 44230024 92.6982337744185
"M628" "M628" 1 44371668 92.8321678166337
"M629" "M629" 1 44373499 92.8338991517506
"M630" "M630" 1 44540507 92.9918165822261
"M631" "M631" 1 44540664 92.9919650364115
"M632" "M632" 1 44802094 93.2391648941981
"M633" "M633" 1 44956540 93.3852040987105
"M634" "M634" 1 44960515 93.3889627317469
"M635" "M635" 1 45004949 93.4309781029013
"M636" "M636" 1 45101401 93.5221800333731
"M637" "M637" 1 45115245 93.5352704775883
"M638" "M638" 1 45365633 93.7720293728622
"M639" "M639" 1 45511429 93.9098894136604
"M640" "M640" 1 45633273 94.0251012082981
"M641" "M641" 1 45743235 94.1290777632533
"M642" "M642" 1 45777625 94.1615958488184
"M643" "M643" 1 45786956 94.1777236252047
"M644" "M644" 1 45919898 94.4233180845411
"M645" "M645" 1 45949319 94.477669866432
"M646" "M646" 1 46072717 94.7056329262114
"M647" "M647" 1 46074619 94.7091466439353
"M648" "M648" 1 46122729 94.798024120118
"M649" "M649" 1 46126043 94.8041463391175
"M650" "M650" 1 46407120 95.3234025098303
"M651" "M651" 1 46410584 95.3298018359059
"M652" "M652" 1 46412712 95.3337330616243
"M653" "M653" 1 46415354 95.3386138409233
"M654" "M654" 1 46418835 95.3450445724675
"M655" "M655" 1 46544348 95.5769148420188
"M656" "M656" 1 46581140 95.6448836656254
"M657" "M657" 1 46581567 95.6456724971018
"M658" "M658" 1 46628357 95.7321114310155
"M659" "M659" 1 46678570 95.8248739484039
"M660" "M660" 1 46684873 95.8365179877384
"M661" "M661" 1 46685564 95.8377945276686
"M662" "M662" 1 46839446 96.1220731348176
"M663" "M663" 1 47333995 97.4796314746489
"M664" "M664" 1 47457490 97.8237975232986
"M665" "M665" 1 47468982 97.8558243764593
"M666" "M666" 1 47469477 97.857203883274
"M667" "M667" 1 47476084 97.8756168156472
"M668" "M668" 1 47477291 97.8789805827691
"M669" "M669" 1 47505728 97.9582311591119
"M670" "M670" 1 47506873 97.9614221395217
"M671" "M671" 1 47507353 97.9627598430995
"M672" "M672" 1 47508424 97.9636364604968
"M673" "M673" 1 47509161 97.9642396976787
"M674" "M674" 1 47595471 98.0348847467549
"M675" "M675" 1 47601119 98.0395076553075
"M676" "M676" 1 47702504 98.1224916467405
"M677" "M677" 1 47772806 98.1800340895646
"M678" "M678" 1 47826025 98.2235940347249
"M679" "M679" 1 47829728 98.2266249536999
"M680" "M680" 1 47900355 98.2844334102066
"M681" "M681" 1 47907182 98.2900213345496
"M682" "M682" 1 47989070 98.3570469605344
"M683" "M683" 1 47989446 98.3573547179026
"M684" "M684" 1 48290398 98.6036850250461
"M685" "M685" 1 48420395 98.7100880425962
"M686" "M686" 1 48505237 98.7795315283303
"M687" "M687" 1 48531689 98.8011825865873
"M688" "M688" 1 48537251 98.8057351038271
"M689" "M689" 1 48547575 98.8141853353954
"M690" "M690" 1 48651131 98.8989462982285
"M691" "M691" 1 48659763 98.9060116216397
"M692" "M692" 1 48659971 98.9061818703967
"M693" "M693" 1 48684547 98.926297415827
"M694" "M694" 1 48688790 98.929770326767
"M695" "M695" 1 48689448 98.9303089021614
"M696" "M696" 1 49090601 99.2586540924294
"M697" "M697" 1 49193314 99.3427250566949
"M698" "M698" 1 49275365 99.4098840987728
"M699" "M699" 1 49392023 99.5053690962832
"M700" "M700" 1 49392388 99.5056678501114
"M701" "M701" 1 49393138 99.5062817278406
"M702" "M702" 1 49415744 99.5247848211023
"M703" "M703" 1 49555945 99.639539849784
"M704" "M704" 1 49649043 99.7157409015612
"M705" "M705" 1 49724187 99.777246539005
"M706" "M706" 1 49724651 99.7776263246935
"M707" "M707" 1 49725965 99.778701838475
"M708" "M708" 1 49737084 99.7878027804363
"M709" "M709" 1 49740980 99.7909916706136
"M710" "M710" 1 49773082 99.8172672744305
"M711" "M711" 1 49774011 99.8180276643111
"M712" "M712" 1 49780141 99.8230450916177
"M713" "M713" 1 49782636 99.8250872581968
"M714" "M714" 1 49787182 99.8288081757394
"M715" "M715" 1 49814755 99.8513767765757
"M716" "M716" 1 49945398 99.9583085474765
"M717" "M717" 1 49977977 99.9849745775292
"M718" "M718" 1 50103544 100.087751623959
"M719" "M719" 1 50420368 100.347073220859
"M720" "M720" 1 50423205 100.349395315683
"M721" "M721" 1 50438197 100.361666322238
"M722" "M722" 1 50438605 100.362000271723
"M723" "M723" 1 50439533 100.3627598431
"M724" "M724" 1 50631022 100.963473938939
"M725" "M725" 1 50631115 100.963765686302
"M726" "M726" 1 50631698 100.965594597195
"M727" "M727" 1 50646115 101.010821712693
"M728" "M728" 1 50668188 101.080066224062
"M729" "M729" 1 50676605 101.106470929004
"M730" "M730" 1 50708545 101.206668894533
"M731" "M731" 1 50713316 101.221635847993
"M732" "M732" 1 50863690 101.693369375495
"M733" "M733" 1 51010189 102.152946762845
"M734" "M734" 1 51045194 102.2627598431
"M735" "M735" 1 51169916 102.474903419621
"M736" "M736" 1 51171036 102.476808462883
"M737" "M737" 1 51323962 102.736925110974
"M738" "M738" 1 51325162 102.738966228754
"M739" "M739" 1 51399477 102.865370951973
"M740" "M740" 1 51399655 102.865673717777
"M741" "M741" 1 51400887 102.867769265365
"M742" "M742" 1 51460950 102.969932313076
"M743" "M743" 1 51461614 102.971061731581
"M744" "M744" 1 51752746 103.466257316321
"M745" "M745" 1 51895687 103.709390163546
"M746" "M746" 1 52079878 104.022686434478
"M747" "M747" 1 52081304 104.025111962774
"M748" "M748" 1 52086418 104.033810526382
"M749" "M749" 1 52086674 104.034245964841
"M750" "M750" 1 52090407 104.04059554207
"M751" "M751" 1 52098757 104.05479831996
"M752" "M752" 1 52160048 104.159050111533
"M753" "M753" 1 52162229 104.1627598431
"M754" "M754" 1 52253911 104.380950921132
"M755" "M755" 1 52256596 104.3873408673
"M756" "M756" 1 52256755 104.387719266346
"M757" "M757" 1 52346396 104.601053033345
"M758" "M758" 1 52394588 104.715743642543
"M759" "M759" 1 52398965 104.726160325737
"M760" "M760" 1 52460615 104.872879201424
"M761" "M761" 1 52540042 105.061904994435
"M762" "M762" 1 52625906 105.266249999171
"M763" "M763" 1 52636504 105.291471842554
"M764" "M764" 1 52768054 105.604543506732
"M765" "M765" 1 52924517 105.976904827845
"M766" "M766" 1 53154387 106.523965135292
"M767" "M767" 1 53158367 106.533437010803
"M768" "M768" 1 53342007 106.970476010496
"M769" "M769" 1 53414468 107.142923641496
"M770" "M770" 1 53417545 107.150246496005
"M771" "M771" 1 53418167 107.151726774037
"M772" "M772" 1 53422803 107.1627598431
"M773" "M773" 1 53425158 107.16345533691
"M774" "M774" 1 53621515 107.221444754379
"M775" "M775" 1 53623147 107.221926727159
"M776" "M776" 1 53630937 107.224227320273
"M777" "M777" 1 53663576 107.233866480562
"M778" "M778" 1 53666269 107.234661794715
"M779" "M779" 1 53666690 107.234786127154
"M780" "M780" 1 53683304 107.239692680941
"M781" "M781" 1 53828849 107.282675970385
"M782" "M782" 1 53850163 107.288970558528
"M783" "M783" 1 54129896 107.371583114825
"M784" "M784" 1 54186778 107.388381874453
"M785" "M785" 1 54187109 107.388479627511
"M786" "M786" 1 54189169 107.389088000016
"M787" "M787" 1 54277268 107.415105965709
"M788" "M788" 1 54279058 107.41563460007
"M789" "M789" 1 54279745 107.415837489348
"M790" "M790" 1 54279909 107.415885922887
"M791" "M791" 1 54341550 107.434090141133
"M792" "M792" 1 54350455 107.436720023249
"M793" "M793" 1 54350495 107.436731836307
"M794" "M794" 1 54469357 107.471834929852
"M795" "M795" 1 54535224 107.491287197713
"M796" "M796" 1 54599588 107.510295589906
"M797" "M797" 1 54603955 107.511585280552
"M798" "M798" 1 54728591 107.54839358907
"M799" "M799" 1 54730718 107.549021748447
"M800" "M800" 1 54735997 107.550580776823
"M801" "M801" 1 55146665 107.671861903002
"M802" "M802" 1 55150962 107.673130920795
"M803" "M803" 1 55381979 107.741356353325
"M804" "M804" 1 55382221 107.741427822328
"M805" "M805" 1 55382259 107.741439044734
"M806" "M806" 1 55386821 107.742786324039
"M807" "M807" 1 55389827 107.743674075374
"M808" "M808" 1 55454453 107.7627598431
"M809" "M809" 1 55497474 107.805508920107
"M810" "M810" 1 55499148 107.807172339249
"M811" "M811" 1 55499805 107.807825186547
"M812" "M812" 1 55506363 107.814341735372
"M813" "M813" 1 55575435 107.882977151728
"M814" "M814" 1 55759948 108.066323899732
"M815" "M815" 1 55762551 108.06891044694
"M816" "M816" 1 56074841 108.379226554391
"M817" "M817" 1 56074913 108.379298099301
"M818" "M818" 1 56076667 108.381041012787
"M819" "M819" 1 56160525 108.464368971218
"M820" "M820" 1 56162018 108.465852534408
"M821" "M821" 1 56224114 108.527556043993
"M822" "M822" 1 56224216 108.527657399281
"M823" "M823" 1 56224437 108.527877002405
"M824" "M824" 1 56225417 108.528850808116
"M825" "M825" 1 56225853 108.529284052289
"M826" "M826" 1 56308452 108.611360968487
"M827" "M827" 1 56444557 108.746605689114
"M828" "M828" 1 56564061 108.920504453024
"M829" "M829" 1 56676590 111.409184349672
"M830" "M830" 1 56746837 112.9627598431
"M831" "M831" 1 56895750 113.08243463452
"M832" "M832" 1 56982204 113.15191389031
"M833" "M833" 1 57246788 113.364548348102
"M834" "M834" 1 57299800 113.40715174769
"M835" "M835" 1 57349551 113.447134425817
"M836" "M836" 1 57458916 113.535026238914
"M837" "M837" 1 57467466 113.541897495732
"M838" "M838" 1 57481064 113.552825606869
"M839" "M839" 1 57553933 113.611387199047
"M840" "M840" 1 57840644 113.841804148024
"M841" "M841" 1 57860369 113.857656258053
"M842" "M842" 1 57892223 113.883255908895
"M843" "M843" 1 57994502 113.965453017218
"M844" "M844" 1 58053788 114.013098553096
"M845" "M845" 1 58210120 114.138735666661
"M846" "M846" 1 58295663 114.207482792046
"M847" "M847" 1 58363823 114.262259969212
"M848" "M848" 1 58367331 114.265408583002
"M849" "M849" 1 58368369 114.266361248289
"M850" "M850" 1 58448040 114.339482439126
"M851" "M851" 1 58451321 114.342493705799
"M852" "M852" 1 58456948 114.347658106156
"M853" "M853" 1 58459159 114.349687338285
"M854" "M854" 1 58474535 114.363799266469
"M855" "M855" 1 58503389 114.390281158756
"M856" "M856" 1 58503830 114.390685903835
"M857" "M857" 1 58564381 114.446258963372
"M858" "M858" 1 58577657 114.458443534038
"M859" "M859" 1 58646021 114.521187281328
"M860" "M860" 1 58711174 114.580984007196
"M861" "M861" 1 58712579 114.582273501154
"M862" "M862" 1 58712621 114.582312048304
"M863" "M863" 1 58717588 114.586870707727
"M864" "M864" 1 58719668 114.588779709459
"M865" "M865" 1 58719715 114.588822845555
"M866" "M866" 1 58720638 114.589669965074
"M867" "M867" 1 58739851 114.607303450778
"M868" "M868" 1 59070700 114.910953120887
"M869" "M869" 1 59181020 115.012203635794
"M870" "M870" 1 59181100 115.012277058937
"M871" "M871" 1 59462702 115.270728359688
"M872" "M872" 1 59467269 115.274919903393
"M873" "M873" 1 59508556 115.312812669972
"M874" "M874" 1 59508588 115.312842039229
"M875" "M875" 1 59587091 115.384891252171
"M876" "M876" 1 59959333 115.726530974523
"M877" "M877" 1 60091204 115.847560766504
"M878" "M878" 1 60261506 115.999168415179
"M879" "M879" 1 60261527 115.999185487794
"M880" "M880" 1 60395767 116.108320150081
"M881" "M881" 1 60701303 116.356715324222
"M882" "M882" 1 60701388 116.356784427666
"M883" "M883" 1 60830639 116.461863124294
"M884" "M884" 1 60831742 116.4627598431
"M885" "M885" 1 60832418 116.463267827319
"M886" "M886" 1 60862817 116.486111336618
"M887" "M887" 1 60867388 116.489546241747
"M888" "M888" 1 60867413 116.489565028146
"M889" "M889" 1 60869248 116.490943949806
"M890" "M890" 1 61013646 116.599452685482
"M891" "M891" 1 61020163 116.604349923881
"M892" "M892" 1 61020714 116.604763976107
"M893" "M893" 1 61021092 116.605048026455
"M894" "M894" 1 61024272 116.607437656363
"M895" "M895" 1 61033634 116.614472786928
"M896" "M896" 1 61033902 116.614674177122
"M897" "M897" 1 61245357 116.773573294161
"M898" "M898" 1 61294339 116.810381109303
"M899" "M899" 1 61452080 116.928916521664
"M900" "M900" 1 61619434 117.054675680034
"M901" "M901" 1 61630192 117.0627598431
"M902" "M902" 1 61667318 117.095531743238
"M903" "M903" 1 61694705 117.119706823481
"M904" "M904" 1 61907017 117.307119086105
"M905" "M905" 1 61940614 117.336775863807
"M906" "M906" 1 61941155 117.337253415872
"M907" "M907" 1 61944164 117.339909523385
"M908" "M908" 1 62059604 117.441810836534
"M909" "M909" 1 62198648 117.564547896353
"M910" "M910" 1 62198727 117.564617631313
"M911" "M911" 1 62226090 117.588771526252
"M912" "M912" 1 62241061 117.601986742461
"M913" "M913" 1 62242735 117.603464417428
"M914" "M914" 1 62333065 117.683200606069
"M915" "M915" 1 62429786 117.768578264672
"M916" "M916" 1 62489560 117.821342030197
"M917" "M917" 1 62699436 118.006603984446
"M918" "M918" 1 63035937 118.303640486318
"M919" "M919" 1 63040006 118.307232278099
"M920" "M920" 1 63041923 118.308924454271
"M921" "M921" 1 63043678 118.31047362964
"M922" "M922" 1 63098279 118.358671079391
"M923" "M923" 1 63102446 118.362349377831
"M924" "M924" 1 63102911 118.3627598431
"M925" "M925" 1 63206197 118.415124095217
"M926" "M926" 1 63209080 118.416585727373
"M927" "M927" 1 63209669 118.416884340394
"M928" "M928" 1 63210205 118.417156083313
"M929" "M929" 1 63354603 118.490363422907
"M930" "M930" 1 63354670 118.490397390772
"M931" "M931" 1 63537977 118.583330934165
"M932" "M932" 1 63540590 118.584655680895
"M933" "M933" 1 63558834 118.593905079804
"M934" "M934" 1 63584756 118.60704709463
"M935" "M935" 1 63894760 118.76397822072
"M936" "M936" 1 64016930 118.815878218596
"M937" "M937" 1 64389681 118.974229500484
"M938" "M938" 1 64389795 118.97427792972
"M939" "M939" 1 64392200 118.975299616672
"M940" "M940" 1 64394301 118.976192158994
"M941" "M941" 1 64396512 118.977131431281
"M942" "M942" 1 64412994 118.984133279239
"M943" "M943" 1 64492522 119.017918193957
"M944" "M944" 1 64540636 119.038357880441
"M945" "M945" 1 64597949 119.062705466414
"M946" "M946" 1 64598077 119.0627598431
"M947" "M947" 1 64601624 119.065665422024
"M948" "M948" 1 64790201 119.220141135824
"M949" "M949" 1 64831408 119.253896475757
"M950" "M950" 1 64940426 119.343200226305
"M951" "M951" 1 64940795 119.34350249826
"M952" "M952" 1 64965893 119.364061906167
"M953" "M953" 1 64971553 119.368698381135
"M954" "M954" 1 64972172 119.369205444387
"M955" "M955" 1 64972459 119.369440544796
"M956" "M956" 1 64972617 119.369569972896
"M957" "M957" 1 65036764 119.422116962259
"M958" "M958" 1 65037866 119.423019682297
"M959" "M959" 1 65046906 119.430424935604
"M960" "M960" 1 65046932 119.430446233899
"M961" "M961" 1 65064663 119.444970851861
"M962" "M962" 1 65086477 119.462789778349
"M963" "M963" 1 65086506 119.46279863674
"M964" "M964" 1 65086634 119.462837735841
"M965" "M965" 1 65086662 119.46284628877
"M966" "M966" 1 65087620 119.463138921109
"M967" "M967" 1 65087664 119.463152361425
"M968" "M968" 1 65089500 119.463713189166
"M969" "M969" 1 65094496 119.465239275979
"M970" "M970" 1 65094545 119.465254243604
"M971" "M971" 1 65120259 119.473108886584
"M972" "M972" 1 65220963 119.503870104857
"M973" "M973" 1 65221242 119.503955328681
"M974" "M974" 1 65343867 119.541412573584
"M975" "M975" 1 65346895 119.542337511709
"M976" "M976" 1 65347547 119.542536672758
"M977" "M977" 1 65348118 119.542711091407
"M978" "M978" 1 65417951 119.564042400547
"M979" "M979" 1 65419214 119.564428198715
"M980" "M980" 1 65419414 119.564489291061
"M981" "M981" 1 65433178 119.568693666343
"M982" "M982" 1 65481668 119.583505505734
"M983" "M983" 1 65619901 119.625730397352
"M984" "M984" 1 65657675 119.637268908822
"M985" "M985" 1 65657820 119.637313200773
"M986" "M986" 1 65661316 119.638381094989
"M987" "M987" 1 65662998 119.638894881622
"M988" "M988" 1 65737140 119.661542425366
"M989" "M989" 1 65745527 119.664104332914
"M990" "M990" 1 65879993 119.705178550187
"M991" "M991" 1 66015035 119.746428713418
"M992" "M992" 1 66018422 119.747463312305
"M993" "M993" 1 66023901 119.749136937135
"M994" "M994" 1 66295354 119.832055440709
"M995" "M995" 1 66309949 119.836513654689
"M996" "M996" 1 66316418 119.838489686634
"M997" "M997" 1 66395872 119.8627598431
"M998" "M998" 1 66396816 119.86468440475
"M999" "M999" 1 66399512 119.870180822346
"M1000" "M1000" 1 66497703 120.070365814985
"M1001" "M1001" 1 66580898 120.239978004111
"M1002" "M1002" 1 66581939 120.242100322627
"M1003" "M1003" 1 66671304 120.424291479323
"M1004" "M1004" 1 66675053 120.431934680201
"M1005" "M1005" 1 66680185 120.442397445446
"M1006" "M1006" 1 66680613 120.443270022127
"M1007" "M1007" 1 66770887 120.627314384904
"M1008" "M1008" 1 66770910 120.627361275707
"M1009" "M1009" 1 66771001 120.627546800188
"M1010" "M1010" 1 66794274 120.674994176563
"M1011" "M1011" 1 66794506 120.675467162054
"M1012" "M1012" 1 66794747 120.675958496119
"M1013" "M1013" 1 66955400 121.003486677137
"M1014" "M1014" 1 66956310 121.005341921949
"M1015" "M1015" 1 66956417 121.005560066119
"M1016" "M1016" 1 66973584 121.040558953681
"M1017" "M1017" 1 66974076 121.041562009118
"M1018" "M1018" 1 67130697 121.360870028509
"M1019" "M1019" 1 67180173 121.461738261807
"M1020" "M1020" 1 67246670 121.597307728005
"M1021" "M1021" 1 67246918 121.597813333185
"M1022" "M1022" 1 67250552 121.605222080048
"M1023" "M1023" 1 67414569 121.939608550677
"M1024" "M1024" 1 67437109 121.985561537551
"M1025" "M1025" 1 67524690 122.163779678515
"M1026" "M1026" 1 67526117 122.165968107294
"M1027" "M1027" 1 67526192 122.166083126325
"M1028" "M1028" 1 67646656 122.350825161641
"M1029" "M1029" 1 67647198 122.351656365844
"M1030" "M1030" 1 67769964 122.539928718643
"M1031" "M1031" 1 67770042 122.540048338436
"M1032" "M1032" 1 67849278 122.661563645169
"M1033" "M1033" 1 68106189 122.787351202049
"M1034" "M1034" 1 68134539 122.801141664844
"M1035" "M1035" 1 68134633 122.801187389836
"M1036" "M1036" 1 68241700 122.853268641338
"M1037" "M1037" 1 68558697 123.007467418577
"M1038" "M1038" 1 68558721 123.007479093043
"M1039" "M1039" 1 68563589 123.009847063868
"M1040" "M1040" 1 68735286 123.093366679055
"M1041" "M1041" 1 68752872 123.101921143913
"M1042" "M1042" 1 68753833 123.102388608983
"M1043" "M1043" 1 68881431 123.164456879592
"M1044" "M1044" 1 68882054 123.164759929268
"M1045" "M1045" 1 68882767 123.165106758191
"M1046" "M1046" 1 68929852 123.188010600897
"M1047" "M1047" 1 68936000 123.191001209902
"M1048" "M1048" 1 69005914 123.225009901819
"M1049" "M1049" 1 69022401 123.233029773428
"M1050" "M1050" 1 69253911 123.345644589715
"M1051" "M1051" 1 69289096 123.3627598431
"M1052" "M1052" 1 69289155 123.362975327806
"M1053" "M1053" 1 69289243 123.363296728725
"M1054" "M1054" 1 69289769 123.365217829669
"M1055" "M1055" 1 69289793 123.365305484465
"M1056" "M1056" 1 69290260 123.367011100702
"M1057" "M1057" 1 69400063 123.768042748953
"M1058" "M1058" 1 69543870 124.293266633911
"M1059" "M1059" 1 69699798 124.8627598431
"M1060" "M1060" 1 69752187 124.918958992134
"M1061" "M1061" 1 69838355 125.011393821468
"M1062" "M1062" 1 70041792 125.229626394757
"M1063" "M1063" 1 70138917 125.333815105172
"M1064" "M1064" 1 70424991 125.640694705103
"M1065" "M1065" 1 70518275 125.740763067135
"M1066" "M1066" 1 70581212 125.808277351484
"M1067" "M1067" 1 70715868 125.952726617787
"M1068" "M1068" 1 70724975 125.962495952003
"M1069" "M1069" 1 70725221 125.9627598431
"M1070" "M1070" 1 70726037 125.964796546186
"M1071" "M1071" 1 70726231 125.965280762361
"M1072" "M1072" 1 70750917 126.026896022659
"M1073" "M1073" 1 70957317 126.542062097575
"M1074" "M1074" 1 71025618 126.712538638674
"M1075" "M1075" 1 71051198 126.776385286912
"M1076" "M1076" 1 71063691 126.807567311011
"M1077" "M1077" 1 71063759 126.807737036268
"M1078" "M1078" 1 71145092 127.010740923725
